event_id,po_id,worker_id,time_start,intent,item,quantity,unit,lot_code,supplier,in_reply_to,utterance
EVT-S0242,PO-5101,W-19,2026-09-08T10:57:04+00:00,receive,spinach,12,cases,S5101-55,Sunridge Organics,,"receiving 12 cases of spinach, lot S5101-55, from Sunridge Organics"
EVT-S0243,PO-5102,W-17,2026-09-09T09:50:29+00:00,receive,spinach,16,cases,S5102-88,Coastal Crisp,,"receiving 16 cases of spinach, lot S5102-88, from Coastal Crisp"
EVT-S0244,PO-5103,W-19,2026-09-09T10:28:29+00:00,receive,tomatoes,24,cases,T5103-51,Berry Grove Co 2,,"receiving 24 cases of tomatoes, lot T5103-51, from Berry Grove Co 2"
EVT-S0245,PO-5104,W-18,2026-09-09T11:28:09+00:00,receive,cauliflower,40,cases,C5104-20,Red River Produce 6,,"receiving 40 cases of cauliflower, lot C5104-20, from Red River Produce 6"
EVT-S0246,PO-5104,W-18,2026-09-09T11:28:09+00:00,receive,iceberg,20,cases,I5104-15,Red River Produce 6,,"receiving 20 cases of iceberg, lot I5104-15, from Red River Produce 6"
EVT-S0247,PO-5105,W-19,2026-09-08T10:56:28+00:00,receive,kale,30,cases,K5105-59,Sierra Packing,,"receiving 30 cases of kale, lot K5105-59, from Sierra Packing"
EVT-S0248,PO-5106,W-19,2026-09-08T10:05:43+00:00,receive,romaine,16,cases,R5106-81,GreenLeaf Produce 2,,"receiving 16 cases of romaine, lot R5106-81, from GreenLeaf Produce 2"
EVT-S0249,PO-5107,W-19,2026-09-10T09:37:16+00:00,receive,carrots,20,cases,C5107-52,Berry Grove Co 3,,"receiving 20 cases of carrots, lot C5107-52, from Berry Grove Co 3"
EVT-S0250,PO-5108,W-18,2026-09-07T12:51:09+00:00,receive,onions,48,cases,O5108-26,Sierra Packing 5,,"receiving 48 cases of onions, lot O5108-26, from Sierra Packing 5"
EVT-S0251,PO-5109,W-18,2026-09-09T15:12:05+00:00,receive,kale,20,cases,K5109-95,CoolChain Farms,,"receiving 20 cases of kale, lot K5109-95, from CoolChain Farms"
EVT-S0252,PO-5110,W-19,2026-09-10T15:16:47+00:00,receive,peppers,52,cases,P5110-12,North Fork Cold 7,,"receiving 52 cases of peppers, lot P5110-12, from North Fork Cold 7"
EVT-S0253,PO-5110,W-19,2026-09-10T15:19:47+00:00,confirm_discrepancy,peppers,52,cases,P5110-12,North Fork Cold 7,CLQ-RCV-5110-PEP,"yeah that's right, only 52 on the pallet, not 60"
EVT-S0254,PO-5110,W-19,2026-09-10T15:16:47+00:00,receive,kale,14,cases,K5110-53,North Fork Cold 7,,"receiving 14 cases of kale, lot K5110-53, from North Fork Cold 7"
EVT-S0255,PO-5110,W-19,2026-09-10T15:19:47+00:00,confirm_discrepancy,kale,14,cases,K5110-53,North Fork Cold 7,CLQ-RCV-5110-KAL,"yeah that's right, only 14 on the pallet, not 20"
EVT-S0256,PO-5111,W-17,2026-09-12T11:20:12+00:00,receive,spinach,16,cases,S5111-74,Berry Grove Co,,"receiving 16 cases of spinach, lot S5111-74, from Berry Grove Co"
EVT-S0257,PO-5112,W-17,2026-09-11T14:19:47+00:00,receive,green beans,10,cases,G5112-29,GreenLeaf Produce 5,,"receiving 10 cases of green beans, lot G5112-29, from GreenLeaf Produce 5"
EVT-S0258,PO-5113,W-17,2026-09-07T14:17:44+00:00,receive,romaine,40,cases,R5113-96,Sunridge Organics 3,,"receiving 40 cases of romaine, lot R5113-96, from Sunridge Organics 3"
EVT-S0259,PO-5114,W-19,2026-09-10T15:28:28+00:00,receive,strawberries,24,cases,S5114-70,CoolChain Farms 2,,"receiving 24 cases of strawberries, lot S5114-70, from CoolChain Farms 2"
EVT-S0260,PO-5115,W-19,2026-09-11T08:51:23+00:00,receive,tomatoes,30,cases,T5115-58,Red River Produce 2,,"receiving 30 cases of tomatoes, lot T5115-58, from Red River Produce 2"
EVT-S0261,PO-5116,W-19,2026-09-09T10:46:10+00:00,receive,spinach,50,cases,,Berry Grove Co 4,,"receiving 50 cases of spinach from Berry Grove Co 4, slip has no lot code"
EVT-S0262,PO-5116,W-19,2026-09-09T10:46:10+00:00,receive,asparagus,60,cases,,Berry Grove Co 4,,"receiving 60 cases of asparagus from Berry Grove Co 4, slip has no lot code"
EVT-S0263,PO-5117,W-17,2026-09-12T13:16:54+00:00,receive,lettuce,30,cases,L5117-67,Red River Produce,,"receiving 30 cases of lettuce, lot L5117-67, from Red River Produce"
EVT-S0264,PO-5118,W-17,2026-09-11T08:27:53+00:00,receive,green beans,12,cases,G5118-63,Coastal Crisp,,"receiving 12 cases of green beans, lot G5118-63, from Coastal Crisp"
EVT-S0265,PO-5119,W-17,2026-09-07T11:29:23+00:00,receive,romaine,16,cases,R5119-93,Berry Grove Co,,"receiving 16 cases of romaine, lot R5119-93, from Berry Grove Co"
EVT-S0266,PO-5120,W-18,2026-09-08T08:26:08+00:00,receive,romaine,44,cases,R5120-88,Fresh Farms,,"receiving 44 cases of romaine, lot R5120-88, from Fresh Farms"
EVT-S0267,PO-5121,W-17,2026-09-07T07:52:01+00:00,receive,potatoes,60,cases,P5121-64,GreenLeaf Produce,,"receiving 60 cases of potatoes, lot P5121-64, from GreenLeaf Produce"
EVT-S0268,PO-5122,W-17,2026-09-07T09:39:15+00:00,receive,cucumbers,50,cases,C5122-18,CoolChain Farms,,"receiving 50 cases of cucumbers, lot C5122-18, from CoolChain Farms"
EVT-S0269,PO-5123,W-17,2026-09-07T14:55:31+00:00,receive,broccoli,20,cases,B5123-47,GreenLeaf Produce 2,,"receiving 20 cases of broccoli, lot B5123-47, from GreenLeaf Produce 2"
EVT-S0270,PO-5124,W-18,2026-09-09T12:26:22+00:00,receive,peppers,60,cases,P5124-56,GreenLeaf Produce,,"receiving 60 cases of peppers, lot P5124-56, from GreenLeaf Produce"
EVT-S0271,PO-5125,W-19,2026-09-07T11:41:34+00:00,receive,avocado,50,cases,A5125-15,Red River Produce,,"receiving 50 cases of avocado, lot A5125-15, from Red River Produce"
EVT-S0272,PO-5126,W-17,2026-09-10T15:34:23+00:00,receive,romaine,16,cases,R5126-94,GreenLeaf Produce,,"receiving 16 cases of romaine, lot R5126-94, from GreenLeaf Produce"
EVT-S0273,PO-5127,W-18,2026-09-10T13:47:37+00:00,receive,kale,40,cases,K5127-92,GreenLeaf Produce 3,,"receiving 40 cases of kale, lot K5127-92, from GreenLeaf Produce 3"
EVT-S0274,PO-5127,W-18,2026-09-10T13:47:37+00:00,receive,strawberries,50,cases,S5127-99,GreenLeaf Produce 3,,"receiving 50 cases of strawberries, lot S5127-99, from GreenLeaf Produce 3"
EVT-S0275,PO-5128,W-19,2026-09-09T08:45:51+00:00,receive,tomatoes,30,cases,T5128-35,Fresh Farms,,"receiving 30 cases of tomatoes, lot T5128-35, from Fresh Farms"
EVT-S0276,PO-5129,W-18,2026-09-07T08:54:56+00:00,receive,oranges,60,cases,O5129-70,Fresh Farms,,"receiving 60 cases of oranges, lot O5129-70, from Fresh Farms"
EVT-S0277,PO-5130,W-18,2026-09-08T13:37:41+00:00,receive,romaine,40,cases,R5130-44,Berry Grove Co,,"receiving 40 cases of romaine, lot R5130-44, from Berry Grove Co"
EVT-S0278,PO-5131,W-19,2026-09-07T10:20:27+00:00,receive,lemons,40,cases,L5131-33,Valley Mist 5,,"receiving 40 cases of lemons, lot L5131-33, from Valley Mist 5"
EVT-S0279,PO-5132,W-19,2026-09-09T11:26:23+00:00,receive,romaine,44,cases,R5132-65,Prairie Lot 5,,"receiving 44 cases of romaine, lot R5132-65, from Prairie Lot 5"
EVT-S0280,PO-5133,W-18,2026-09-09T14:13:11+00:00,receive,kale,30,cases,K5133-49,Blue Mesa Farms,,"receiving 30 cases of kale, lot K5133-49, from Blue Mesa Farms"
EVT-S0281,PO-5133,W-18,2026-09-09T14:13:11+00:00,receive,tomatoes,48,cases,T5133-31,Blue Mesa Farms,,"receiving 48 cases of tomatoes, lot T5133-31, from Blue Mesa Farms"
EVT-S0282,PO-5134,W-18,2026-09-10T10:11:28+00:00,receive,tomatoes,12,cases,T5134-19,Fresh Farms,,"receiving 12 cases of tomatoes, lot T5134-19, from Fresh Farms"
EVT-S0283,PO-5135,W-19,2026-09-10T10:39:23+00:00,receive,herbs,10,cases,H5135-14,Red River Produce,,"receiving 10 cases of herbs, lot H5135-14, from Red River Produce"
EVT-S0284,PO-5136,W-18,2026-09-07T09:12:49+00:00,receive,broccoli,10,cases,B5136-57,High Desert Growers 2,,"receiving 10 cases of broccoli, lot B5136-57, from High Desert Growers 2"
EVT-S0285,PO-5137,W-19,2026-09-08T13:42:04+00:00,receive,spinach,24,cases,S5137-24,Prairie Lot,,"receiving 24 cases of spinach, lot S5137-24, from Prairie Lot"
EVT-S0286,PO-5138,W-19,2026-09-07T08:47:31+00:00,receive,lettuce,50,cases,L5138-37,Red River Produce,,"receiving 50 cases of lettuce, lot L5138-37, from Red River Produce"
EVT-S0287,PO-5138,W-19,2026-09-07T08:47:31+00:00,receive,oranges,30,cases,O5138-98,Red River Produce,,"receiving 30 cases of oranges, lot O5138-98, from Red River Produce"
EVT-S0288,PO-5139,W-17,2026-09-12T11:23:12+00:00,receive,cauliflower,46,cases,C5139-97,Fresh Farms,,"receiving 46 cases of cauliflower, lot C5139-97, from Fresh Farms"
EVT-S0289,PO-5139,W-17,2026-09-12T11:26:12+00:00,confirm_discrepancy,cauliflower,46,cases,C5139-97,Fresh Farms,CLQ-RCV-5139-CAU,"yeah that's right, only 46 on the pallet, not 50"
EVT-S0290,PO-5140,W-19,2026-09-12T15:37:20+00:00,receive,blueberries,30,cases,B5140-30,North Fork Cold 2,,"receiving 30 cases of blueberries, lot B5140-30, from North Fork Cold 2"
EVT-S0291,PO-5140,W-19,2026-09-12T15:37:20+00:00,receive,onions,20,cases,O5140-56,North Fork Cold 2,,"receiving 20 cases of onions, lot O5140-56, from North Fork Cold 2"
EVT-S0292,PO-5141,W-17,2026-09-09T08:14:12+00:00,receive,romaine,60,cases,R5141-83,Blue Mesa Farms 3,,"receiving 60 cases of romaine, lot R5141-83, from Blue Mesa Farms 3"
EVT-S0293,PO-5142,W-17,2026-09-08T14:03:35+00:00,receive,avocado,50,cases,A5142-77,Fresh Farms,,"receiving 50 cases of avocado, lot A5142-77, from Fresh Farms"
EVT-S0294,PO-5142,W-17,2026-09-08T14:03:35+00:00,receive,broccoli,20,cases,B5142-50,Fresh Farms,,"receiving 20 cases of broccoli, lot B5142-50, from Fresh Farms"
EVT-S0295,PO-5143,W-18,2026-09-10T11:02:29+00:00,receive,squash,54,cases,S5143-26,Red River Produce 2,,"receiving 54 cases of squash, lot S5143-26, from Red River Produce 2"
EVT-S0296,PO-5143,W-18,2026-09-10T11:02:29+00:00,receive,tomatoes,8,cases,T5143-76,Red River Produce 2,,"receiving 8 cases of tomatoes, lot T5143-76, from Red River Produce 2"
EVT-S0297,PO-5144,W-19,2026-09-07T08:36:10+00:00,receive,herbs,60,cases,H5144-46,CoolChain Farms,,"receiving 60 cases of herbs, lot H5144-46, from CoolChain Farms"
EVT-S0298,PO-5145,W-19,2026-09-11T09:20:12+00:00,receive,celery,60,cases,C5145-21,Pacific Pack 2,,"receiving 60 cases of celery, lot C5145-21, from Pacific Pack 2"
EVT-S0299,PO-5146,W-17,2026-09-09T08:38:37+00:00,receive,celery,36,cases,C5146-13,Valley Mist 6,,"receiving 36 cases of celery, lot C5146-13, from Valley Mist 6"
EVT-S0300,PO-5147,W-18,2026-09-07T15:17:41+00:00,receive,lettuce,48,cases,L5147-89,Sunridge Organics 3,,"receiving 48 cases of lettuce, lot L5147-89, from Sunridge Organics 3"
EVT-S0301,PO-5148,W-18,2026-09-10T11:26:56+00:00,receive,spinach,24,cases,S5148-97,Pacific Pack 2,,"receiving 24 cases of spinach, lot S5148-97, from Pacific Pack 2"
EVT-S0302,PO-5149,W-17,2026-09-08T11:04:04+00:00,receive,iceberg,16,cases,I5149-87,Sierra Packing 2,,"receiving 16 cases of iceberg, lot I5149-87, from Sierra Packing 2"
EVT-S0303,PO-5150,W-18,2026-09-07T14:33:45+00:00,receive,romaine,40,cases,R5150-75,CoolChain Farms,,"receiving 40 cases of romaine, lot R5150-75, from CoolChain Farms"
EVT-S0304,PO-5151,W-18,2026-09-09T09:55:15+00:00,receive,romaine,12,cases,R5151-47,Sunridge Organics,,"receiving 12 cases of romaine, lot R5151-47, from Sunridge Organics"
EVT-S0305,PO-5152,W-17,2026-09-12T14:34:39+00:00,receive,beets,40,cases,B5152-34,High Desert Growers,,"receiving 40 cases of beets, lot B5152-34, from High Desert Growers"
EVT-S0306,PO-5153,W-18,2026-09-10T11:27:32+00:00,receive,romaine,48,cases,R5153-74,Sunridge Organics,,"receiving 48 cases of romaine, lot R5153-74, from Sunridge Organics"
EVT-S0307,PO-5154,W-17,2026-09-09T09:15:13+00:00,receive,iceberg,50,cases,I5154-46,Berry Grove Co 2,,"receiving 50 cases of iceberg, lot I5154-46, from Berry Grove Co 2"
EVT-S0308,PO-5154,W-17,2026-09-09T09:15:13+00:00,receive,blueberries,16,cases,B5154-65,Berry Grove Co 2,,"receiving 16 cases of blueberries, lot B5154-65, from Berry Grove Co 2"
EVT-S0309,PO-5155,W-18,2026-09-07T09:27:46+00:00,receive,avocado,54,cases,A5155-56,Valley Mist,,"receiving 54 cases of avocado, lot A5155-56, from Valley Mist"
EVT-S0310,PO-5155,W-18,2026-09-07T09:30:46+00:00,confirm_discrepancy,avocado,54,cases,A5155-56,Valley Mist,CLQ-RCV-5155-AVO,"yeah that's right, only 54 on the pallet, not 60"
EVT-S0311,PO-5156,W-19,2026-09-09T07:49:24+00:00,receive,oranges,16,cases,O5156-26,Red River Produce,,"receiving 16 cases of oranges, lot O5156-26, from Red River Produce"
EVT-S0312,PO-5157,W-18,2026-09-12T10:33:23+00:00,receive,kale,20,cases,K5157-35,Blue Mesa Farms 3,,"receiving 20 cases of kale, lot K5157-35, from Blue Mesa Farms 3"
EVT-S0313,PO-5158,W-17,2026-09-09T10:37:32+00:00,receive,kale,50,cases,K5158-76,Fresh Farms,,"receiving 50 cases of kale, lot K5158-76, from Fresh Farms"
EVT-S0314,PO-5158,W-17,2026-09-09T10:37:32+00:00,receive,tomatoes,60,cases,T5158-27,Fresh Farms,,"receiving 60 cases of tomatoes, lot T5158-27, from Fresh Farms"
EVT-S0315,PO-5159,W-19,2026-09-08T12:25:20+00:00,receive,spinach,40,cases,S5159-74,Berry Grove Co,,"receiving 40 cases of spinach, lot S5159-74, from Berry Grove Co"
EVT-S0316,PO-5160,W-18,2026-09-11T11:44:31+00:00,receive,romaine,40,cases,R5160-24,Prairie Lot 2,,"receiving 40 cases of romaine, lot R5160-24, from Prairie Lot 2"
EVT-S0317,PO-5161,W-19,2026-09-12T12:10:19+00:00,receive,celery,50,cases,C5161-43,Harbor Greens 3,,"receiving 50 cases of celery, lot C5161-43, from Harbor Greens 3"
EVT-S0318,PO-5162,W-17,2026-09-12T13:52:49+00:00,receive,carrots,20,cases,C5162-77,Prairie Lot,,"receiving 20 cases of carrots, lot C5162-77, from Prairie Lot"
EVT-S0319,PO-5163,W-17,2026-09-10T12:29:49+00:00,receive,strawberries,16,cases,S5163-34,Coastal Crisp 4,,"receiving 16 cases of strawberries, lot S5163-34, from Coastal Crisp 4"
EVT-S0320,PO-5164,W-19,2026-09-07T09:52:26+00:00,receive,iceberg,50,cases,I5164-17,Fresh Farms,,"receiving 50 cases of iceberg, lot I5164-17, from Fresh Farms"
EVT-S0321,PO-5165,W-19,2026-09-10T11:37:13+00:00,receive,kale,20,cases,K5165-68,Harbor Greens,,"receiving 20 cases of kale, lot K5165-68, from Harbor Greens"
EVT-S0322,PO-5166,W-19,2026-09-12T10:07:34+00:00,receive,zucchini,30,cases,Z5166-88,Valley Mist,,"receiving 30 cases of zucchini, lot Z5166-88, from Valley Mist"
EVT-S0323,PO-5167,W-18,2026-09-09T15:22:15+00:00,receive,limes,30,cases,L5167-46,GreenLeaf Produce,,"receiving 30 cases of limes, lot L5167-46, from GreenLeaf Produce"
EVT-S0324,PO-5168,W-18,2026-09-10T13:05:45+00:00,receive,beets,30,cases,B5168-46,North Fork Cold,,"receiving 30 cases of beets, lot B5168-46, from North Fork Cold"
EVT-S0325,PO-5169,W-18,2026-09-07T12:58:34+00:00,receive,herbs,20,cases,H5169-47,Pacific Pack,,"receiving 20 cases of herbs, lot H5169-47, from Pacific Pack"
EVT-S0326,PO-5170,W-18,2026-09-07T15:21:45+00:00,receive,corn,24,cases,C5170-35,Fresh Farms,,"receiving 24 cases of corn, lot C5170-35, from Fresh Farms"
EVT-S0327,PO-5171,W-18,2026-09-11T09:30:59+00:00,receive,celery,24,cases,C5171-41,Harbor Greens,,"receiving 24 cases of celery, lot C5171-41, from Harbor Greens"
EVT-S0328,PO-5171,W-18,2026-09-11T09:30:59+00:00,receive,romaine,60,cases,R5171-38,Harbor Greens,,"receiving 60 cases of romaine, lot R5171-38, from Harbor Greens"
EVT-S0329,PO-5172,W-19,2026-09-10T07:38:06+00:00,receive,peppers,20,cases,P5172-10,High Desert Growers,,"receiving 20 cases of peppers, lot P5172-10, from High Desert Growers"
EVT-S0330,PO-5173,W-19,2026-09-12T15:32:59+00:00,receive,green beans,44,cases,G5173-46,Berry Grove Co,,"receiving 44 cases of green beans, lot G5173-46, from Berry Grove Co"
EVT-S0331,PO-5174,W-17,2026-09-08T12:42:03+00:00,receive,strawberries,12,cases,S5174-32,North Fork Cold 5,,"receiving 12 cases of strawberries, lot S5174-32, from North Fork Cold 5"
EVT-S0332,PO-5175,W-17,2026-09-08T14:20:11+00:00,receive,avocado,50,cases,A5175-33,GreenLeaf Produce 6,,"receiving 50 cases of avocado, lot A5175-33, from GreenLeaf Produce 6"
EVT-S0333,PO-5176,W-17,2026-09-12T15:24:55+00:00,receive,broccoli,16,cases,B5176-52,Prairie Lot 5,,"receiving 16 cases of broccoli, lot B5176-52, from Prairie Lot 5"
EVT-S0334,PO-5176,W-17,2026-09-12T15:24:55+00:00,receive,spinach,60,cases,S5176-77,Prairie Lot 5,,"receiving 60 cases of spinach, lot S5176-77, from Prairie Lot 5"
EVT-S0335,PO-5177,W-18,2026-09-09T15:12:08+00:00,receive,zucchini,40,cases,,North Fork Cold 4,,"receiving 40 cases of zucchini from North Fork Cold 4, slip has no lot code"
EVT-S0336,PO-5178,W-17,2026-09-07T11:06:41+00:00,receive,kale,24,cases,K5178-32,GreenLeaf Produce,,"receiving 24 cases of kale, lot K5178-32, from GreenLeaf Produce"
EVT-S0337,PO-5178,W-17,2026-09-07T11:06:41+00:00,receive,celery,38,cases,C5178-75,GreenLeaf Produce,,"receiving 38 cases of celery, lot C5178-75, from GreenLeaf Produce"
EVT-S0338,PO-5179,W-17,2026-09-08T10:37:42+00:00,receive,beets,12,cases,B5179-43,Fresh Farms,,"receiving 12 cases of beets, lot B5179-43, from Fresh Farms"
EVT-S0339,PO-5180,W-18,2026-09-08T11:00:48+00:00,receive,potatoes,12,cases,P5180-43,GreenLeaf Produce,,"receiving 12 cases of potatoes, lot P5180-43, from GreenLeaf Produce"
EVT-S0340,PO-5181,W-17,2026-09-10T13:06:15+00:00,receive,strawberries,60,cases,S5181-49,Fresh Farms,,"receiving 60 cases of strawberries, lot S5181-49, from Fresh Farms"
EVT-S0341,PO-5182,W-18,2026-09-10T12:39:58+00:00,receive,strawberries,20,cases,S5182-71,Valley Mist 6,,"receiving 20 cases of strawberries, lot S5182-71, from Valley Mist 6"
EVT-S0342,PO-5183,W-19,2026-09-07T13:34:38+00:00,receive,iceberg,52,cases,I5183-37,Valley Mist,,"receiving 52 cases of iceberg, lot I5183-37, from Valley Mist"
EVT-S0343,PO-5184,W-17,2026-09-10T13:00:48+00:00,receive,blueberries,36,cases,B5184-82,GreenLeaf Produce 2,,"receiving 36 cases of blueberries, lot B5184-82, from GreenLeaf Produce 2"
EVT-S0344,PO-5184,W-17,2026-09-10T13:03:48+00:00,confirm_discrepancy,blueberries,36,cases,B5184-82,GreenLeaf Produce 2,CLQ-RCV-5184-BLU,"yeah that's right, only 36 on the pallet, not 40"
EVT-S0345,PO-5185,W-17,2026-09-07T14:16:35+00:00,receive,romaine,40,cases,R5185-76,Coastal Crisp 5,,"receiving 40 cases of romaine, lot R5185-76, from Coastal Crisp 5"
EVT-S0346,PO-5186,W-18,2026-09-09T13:00:13+00:00,receive,blueberries,12,cases,B5186-68,Fresh Farms 3,,"receiving 12 cases of blueberries, lot B5186-68, from Fresh Farms 3"
EVT-S0347,PO-5186,W-18,2026-09-09T13:00:13+00:00,receive,romaine,48,cases,R5186-68,Fresh Farms 3,,"receiving 48 cases of romaine, lot R5186-68, from Fresh Farms 3"
EVT-S0348,PO-5187,W-18,2026-09-09T11:58:29+00:00,receive,avocado,12,cases,A5187-37,North Fork Cold 2,,"receiving 12 cases of avocado, lot A5187-37, from North Fork Cold 2"
EVT-S0349,PO-5188,W-17,2026-09-09T07:35:27+00:00,receive,romaine,16,cases,R5188-70,Valley Mist,,"receiving 16 cases of romaine, lot R5188-70, from Valley Mist"
EVT-S0350,PO-5189,W-19,2026-09-07T10:41:11+00:00,receive,cucumbers,48,cases,C5189-57,Sunridge Organics 3,,"receiving 48 cases of cucumbers, lot C5189-57, from Sunridge Organics 3"
EVT-S0351,PO-5190,W-18,2026-09-12T10:27:28+00:00,receive,peppers,60,cases,P5190-27,Harbor Greens 4,,"receiving 60 cases of peppers, lot P5190-27, from Harbor Greens 4"
EVT-S0352,PO-5191,W-19,2026-09-10T10:10:07+00:00,receive,romaine,24,cases,R5191-10,Berry Grove Co,,"receiving 24 cases of romaine, lot R5191-10, from Berry Grove Co"
EVT-S0353,PO-5192,W-19,2026-09-10T15:32:19+00:00,receive,blueberries,24,cases,B5192-41,Sunridge Organics,,"receiving 24 cases of blueberries, lot B5192-41, from Sunridge Organics"
EVT-S0354,PO-5193,W-19,2026-09-09T08:31:17+00:00,receive,romaine,48,cases,R5193-88,Berry Grove Co,,"receiving 48 cases of romaine, lot R5193-88, from Berry Grove Co"
EVT-S0355,PO-5194,W-17,2026-09-11T14:44:56+00:00,receive,carrots,50,cases,C5194-86,Fresh Farms,,"receiving 50 cases of carrots, lot C5194-86, from Fresh Farms"
EVT-S0356,PO-5194,W-17,2026-09-11T14:44:56+00:00,receive,peppers,12,cases,P5194-41,Fresh Farms,,"receiving 12 cases of peppers, lot P5194-41, from Fresh Farms"
EVT-S0357,PO-5195,W-17,2026-09-10T10:37:28+00:00,receive,lettuce,20,cases,L5195-74,Berry Grove Co,,"receiving 20 cases of lettuce, lot L5195-74, from Berry Grove Co"
EVT-S0358,PO-5196,W-19,2026-09-12T09:11:52+00:00,receive,carrots,40,cases,C5196-40,Sierra Packing 5,,"receiving 40 cases of carrots, lot C5196-40, from Sierra Packing 5"
EVT-S0359,PO-5197,W-18,2026-09-08T08:25:42+00:00,receive,romaine,20,cases,R5197-90,Sierra Packing,,"receiving 20 cases of romaine, lot R5197-90, from Sierra Packing"
EVT-S0360,PO-5198,W-18,2026-09-10T11:56:31+00:00,receive,peppers,60,cases,P5198-50,Fresh Farms,,"receiving 60 cases of peppers, lot P5198-50, from Fresh Farms"
EVT-S0361,PO-5199,W-17,2026-09-10T10:41:09+00:00,receive,iceberg,16,cases,I5199-28,CoolChain Farms,,"receiving 16 cases of iceberg, lot I5199-28, from CoolChain Farms"
EVT-S0362,PO-5200,W-18,2026-09-11T15:00:03+00:00,receive,romaine,24,cases,R5200-42,Harbor Greens,,"receiving 24 cases of romaine, lot R5200-42, from Harbor Greens"
EVT-S0363,PO-5201,W-18,2026-09-07T12:43:05+00:00,receive,potatoes,24,cases,P5201-16,Harbor Greens 5,,"receiving 24 cases of potatoes, lot P5201-16, from Harbor Greens 5"
EVT-S0364,PO-5201,W-18,2026-09-07T12:43:05+00:00,receive,spinach,12,cases,S5201-19,Harbor Greens 5,,"receiving 12 cases of spinach, lot S5201-19, from Harbor Greens 5"
EVT-S0365,PO-5202,W-19,2026-09-07T13:41:37+00:00,receive,strawberries,40,cases,S5202-48,Berry Grove Co 3,,"receiving 40 cases of strawberries, lot S5202-48, from Berry Grove Co 3"
EVT-S0366,PO-5203,W-19,2026-09-12T07:19:13+00:00,receive,oranges,50,cases,O5203-41,CoolChain Farms 6,,"receiving 50 cases of oranges, lot O5203-41, from CoolChain Farms 6"
EVT-S0367,PO-5203,W-19,2026-09-12T07:19:13+00:00,receive,onions,24,cases,O5203-60,CoolChain Farms 6,,"receiving 24 cases of onions, lot O5203-60, from CoolChain Farms 6"
EVT-S0368,PO-5204,W-18,2026-09-12T11:54:20+00:00,receive,cucumbers,22,cases,C5204-56,North Fork Cold 3,,"receiving 22 cases of cucumbers, lot C5204-56, from North Fork Cold 3"
EVT-S0369,PO-5204,W-18,2026-09-12T11:57:20+00:00,confirm_discrepancy,cucumbers,22,cases,C5204-56,North Fork Cold 3,CLQ-RCV-5204-CUC,"yeah that's right, only 22 on the pallet, not 30"
EVT-S0370,PO-5205,W-19,2026-09-09T11:26:29+00:00,receive,squash,24,cases,S5205-57,Fresh Farms,,"receiving 24 cases of squash, lot S5205-57, from Fresh Farms"
EVT-S0371,PO-5206,W-19,2026-09-08T07:35:36+00:00,receive,spinach,48,cases,S5206-47,Blue Mesa Farms 4,,"receiving 48 cases of spinach, lot S5206-47, from Blue Mesa Farms 4"
EVT-S0372,PO-5206,W-19,2026-09-08T07:35:36+00:00,receive,romaine,40,cases,R5206-39,Blue Mesa Farms 4,,"receiving 40 cases of romaine, lot R5206-39, from Blue Mesa Farms 4"
EVT-S0373,PO-5207,W-19,2026-09-08T14:18:15+00:00,receive,kale,50,cases,K5207-92,North Fork Cold,,"receiving 50 cases of kale, lot K5207-92, from North Fork Cold"
EVT-S0374,PO-5208,W-18,2026-09-10T11:07:10+00:00,receive,potatoes,50,cases,P5208-33,GreenLeaf Produce 3,,"receiving 50 cases of potatoes, lot P5208-33, from GreenLeaf Produce 3"
EVT-S0375,PO-5209,W-19,2026-09-12T11:49:41+00:00,receive,mushrooms,8,cases,M5209-62,North Fork Cold 6,,"receiving 8 cases of mushrooms, lot M5209-62, from North Fork Cold 6"
EVT-S0376,PO-5209,W-19,2026-09-12T11:49:41+00:00,receive,romaine,20,cases,R5209-29,North Fork Cold 6,,"receiving 20 cases of romaine, lot R5209-29, from North Fork Cold 6"
EVT-S0377,PO-5210,W-19,2026-09-07T11:30:29+00:00,receive,beets,50,cases,B5210-94,Valley Mist,,"receiving 50 cases of beets, lot B5210-94, from Valley Mist"
EVT-S0378,PO-5211,W-17,2026-09-09T07:15:34+00:00,receive,potatoes,60,cases,P5211-46,Harbor Greens,,"receiving 60 cases of potatoes, lot P5211-46, from Harbor Greens"
EVT-S0379,PO-5211,W-17,2026-09-09T07:15:34+00:00,receive,romaine,48,cases,R5211-32,Harbor Greens,,"receiving 48 cases of romaine, lot R5211-32, from Harbor Greens"
EVT-S0380,PO-5212,W-17,2026-09-07T08:01:33+00:00,receive,spinach,40,cases,S5212-44,Fresh Farms,,"receiving 40 cases of spinach, lot S5212-44, from Fresh Farms"
EVT-S0381,PO-5213,W-18,2026-09-11T07:52:23+00:00,receive,oranges,24,cases,O5213-48,Red River Produce 6,,"receiving 24 cases of oranges, lot O5213-48, from Red River Produce 6"
EVT-S0382,PO-5214,W-19,2026-09-10T14:26:05+00:00,receive,romaine,48,cases,R5214-58,Coastal Crisp 2,,"receiving 48 cases of romaine, lot R5214-58, from Coastal Crisp 2"
EVT-S0383,PO-5215,W-17,2026-09-09T07:40:40+00:00,receive,mushrooms,40,cases,M5215-82,Fresh Farms,,"receiving 40 cases of mushrooms, lot M5215-82, from Fresh Farms"
