doc_id,po_id,supplier,sku,item,quantity,unit,received_at
BOL-5193,PO-5193,Berry Grove Co,ROM-ICE-24,romaine,48,cases,2026-09-09T08:19:17+00:00
BOL-5194,PO-5194,Fresh Farms,CAR-BAG-50,carrots,50,cases,2026-09-11T14:32:56+00:00
BOL-5194,PO-5194,Fresh Farms,PEP-BLST-20,peppers,12,cases,2026-09-11T14:32:56+00:00
BOL-5195,PO-5195,Berry Grove Co,LET-BIB-12,lettuce,20,cases,2026-09-10T10:25:28+00:00
BOL-5196,PO-5196,Sierra Packing 5,CAR-BAG-50,carrots,40,cases,2026-09-12T08:59:52+00:00
BOL-5197,PO-5197,Sierra Packing,ROM-ICE-24,romaine,20,cases,2026-09-08T08:13:42+00:00
BOL-5198,PO-5198,Fresh Farms,PEP-BLST-20,peppers,60,cases,2026-09-10T11:44:31+00:00
BOL-5199,PO-5199,CoolChain Farms,ICE-HD-24,iceberg,24,cases,2026-09-10T10:29:09+00:00
BOL-5200,PO-5200,Harbor Greens,ROM-ICE-24,romaine,24,cases,2026-09-11T14:48:03+00:00
BOL-5201,PO-5201,Harbor Greens 5,POT-RUS-50,potatoes,24,cases,2026-09-07T12:31:05+00:00
BOL-5201,PO-5201,Harbor Greens 5,SPI-BCH-24,spinach,12,cases,2026-09-07T12:31:05+00:00
BOL-5202,PO-5202,Berry Grove Co 3,STR-CLAM-12,strawberries,40,cases,2026-09-07T13:29:37+00:00
BOL-5203,PO-5203,CoolChain Farms 6,ORG-CTN-40,oranges,50,cases,2026-09-12T07:07:13+00:00
BOL-5203,PO-5203,CoolChain Farms 6,ONI-SK-50,onions,24,cases,2026-09-12T07:07:13+00:00
BOL-5204,PO-5204,North Fork Cold 3,CUC-CTN-24,cucumbers,30,cases,2026-09-12T11:42:20+00:00
BOL-5205,PO-5205,Fresh Farms,SQU-YLW-20,squash,24,cases,2026-09-09T11:14:29+00:00
BOL-5206,PO-5206,Blue Mesa Farms 4,SPI-BCH-24,spinach,48,cases,2026-09-08T07:23:36+00:00
BOL-5206,PO-5206,Blue Mesa Farms 4,ROM-ICE-24,romaine,40,cases,2026-09-08T07:23:36+00:00
BOL-5207,PO-5207,North Fork Cold,KAL-BCH-12,kale,50,cases,2026-09-08T14:06:15+00:00
BOL-5208,PO-5208,GreenLeaf Produce 3,POT-RUS-50,potatoes,50,cases,2026-09-10T10:55:10+00:00
BOL-5209,PO-5209,North Fork Cold 6,MSH-CTN-10,mushrooms,12,cases,2026-09-12T11:37:41+00:00
BOL-5209,PO-5209,North Fork Cold 6,ROM-ICE-24,romaine,24,cases,2026-09-12T11:37:41+00:00
BOL-5210,PO-5210,Valley Mist,BET-BCH-20,beets,50,cases,2026-09-07T11:18:29+00:00
BOL-5211,PO-5211,Harbor Greens,POT-RUS-50,potatoes,60,cases,2026-09-09T07:03:34+00:00
BOL-5211,PO-5211,Harbor Greens,ROM-ICE-24,romaine,48,cases,2026-09-09T07:03:34+00:00
BOL-5212,PO-5212,Fresh Farms,SPI-BCH-24,spinach,40,cases,2026-09-07T07:49:33+00:00
BOL-5213,PO-5213,Red River Produce 6,ORG-CTN-40,oranges,24,cases,2026-09-11T07:40:23+00:00
BOL-5214,PO-5214,Coastal Crisp 2,ROM-ICE-24,romaine,48,cases,2026-09-10T14:14:05+00:00
BOL-5215,PO-5215,Fresh Farms,MSH-CTN-10,mushrooms,40,cases,2026-09-09T07:28:40+00:00
BOL-5215,PO-5215,Fresh Farms,LIM-CTN-40,limes,16,cases,2026-09-09T07:28:40+00:00
BOL-5216,PO-5216,Coastal Crisp 5,ICE-HD-24,iceberg,12,cases,2026-09-12T08:57:13+00:00
BOL-5217,PO-5217,Blue Mesa Farms,BET-BCH-20,beets,40,cases,2026-09-10T09:23:57+00:00
BOL-5217,PO-5217,Blue Mesa Farms,LMN-CTN-40,lemons,20,cases,2026-09-10T09:23:57+00:00
BOL-5218,PO-5218,Harbor Greens,AVO-CS-48,avocado,60,cases,2026-09-12T09:33:10+00:00
BOL-5219,PO-5219,Sierra Packing 3,ICE-HD-24,iceberg,40,cases,2026-09-08T13:18:08+00:00
BOL-5220,PO-5220,Fresh Farms,HRB-MIX-12,herbs,48,cases,2026-09-07T08:58:53+00:00
BOL-5221,PO-5221,Sunridge Organics 7,BRO-CRN-20,broccoli,48,cases,2026-09-07T09:19:50+00:00
BOL-5222,PO-5222,Pacific Pack,STR-CLAM-12,strawberries,16,cases,2026-09-07T11:59:42+00:00
BOL-5223,PO-5223,Red River Produce 3,SPI-BCH-24,spinach,16,cases,2026-09-08T10:14:45+00:00
BOL-5224,PO-5224,Valley Mist,ROM-ICE-24,romaine,48,cases,2026-09-07T09:37:28+00:00
BOL-5224,PO-5224,Valley Mist,BRO-CRN-20,broccoli,60,cases,2026-09-07T09:37:28+00:00
BOL-5225,PO-5225,Harbor Greens,KAL-BCH-12,kale,48,cases,2026-09-07T07:45:22+00:00
BOL-5226,PO-5226,Fresh Farms,LIM-CTN-40,limes,60,cases,2026-09-08T10:18:49+00:00
BOL-5227,PO-5227,CoolChain Farms,STR-CLAM-12,strawberries,30,cases,2026-09-08T08:11:17+00:00
BOL-5227,PO-5227,CoolChain Farms,SPI-BCH-24,spinach,16,cases,2026-09-08T08:11:17+00:00
BOL-5228,PO-5228,Valley Mist 2,TOM-VINE-25,tomatoes,20,cases,2026-09-08T09:06:46+00:00
BOL-5229,PO-5229,Coastal Crisp 4,KAL-BCH-12,kale,40,cases,2026-09-07T10:22:21+00:00
BOL-5230,PO-5230,Fresh Farms 7,CAR-BAG-50,carrots,24,cases,2026-09-11T14:20:41+00:00
BOL-5231,PO-5231,GreenLeaf Produce,LMN-CTN-40,lemons,24,cases,2026-09-07T10:23:20+00:00
BOL-5232,PO-5232,Pacific Pack,STR-CLAM-12,strawberries,60,cases,2026-09-08T13:58:50+00:00
BOL-5233,PO-5233,Sunridge Organics 6,STR-CLAM-12,strawberries,30,cases,2026-09-10T11:41:01+00:00
BOL-5234,PO-5234,Blue Mesa Farms 3,CEL-BCH-30,celery,24,cases,2026-09-07T14:14:50+00:00
BOL-5235,PO-5235,Sierra Packing 3,CAR-BAG-50,carrots,48,cases,2026-09-10T13:06:27+00:00
BOL-5236,PO-5236,Harbor Greens 2,RAD-BCH-24,radish,16,cases,2026-09-07T15:15:23+00:00
BOL-5237,PO-5237,High Desert Growers 2,CUC-CTN-24,cucumbers,48,cases,2026-09-10T10:01:10+00:00
BOL-5238,PO-5238,Fresh Farms,CRN-EAR-48,corn,60,cases,2026-09-12T10:40:06+00:00
BOL-5239,PO-5239,Valley Mist,CAR-BAG-50,carrots,60,cases,2026-09-10T08:53:28+00:00
BOL-5240,PO-5240,Fresh Farms,ROM-ICE-24,romaine,20,cases,2026-09-08T07:12:30+00:00
BOL-5241,PO-5241,Berry Grove Co,ROM-ICE-24,romaine,50,cases,2026-09-08T10:53:50+00:00
BOL-5242,PO-5242,Prairie Lot 2,CUC-CTN-24,cucumbers,20,cases,2026-09-07T07:22:51+00:00
BOL-5243,PO-5243,CoolChain Farms,STR-CLAM-12,strawberries,48,cases,2026-09-09T11:42:10+00:00
BOL-5244,PO-5244,High Desert Growers,GBN-CTN-20,green beans,50,cases,2026-09-07T12:27:42+00:00
BOL-5245,PO-5245,Harbor Greens 2,ONI-SK-50,onions,16,cases,2026-09-09T10:19:00+00:00
BOL-5246,PO-5246,Berry Grove Co,ROM-ICE-24,romaine,50,cases,2026-09-07T14:26:34+00:00
BOL-5247,PO-5247,Pacific Pack,KAL-BCH-12,kale,50,cases,2026-09-12T09:40:38+00:00
BOL-5248,PO-5248,Harbor Greens 3,PEP-BLST-20,peppers,40,cases,2026-09-07T12:44:45+00:00
BOL-5249,PO-5249,Valley Mist,AVO-CS-48,avocado,20,cases,2026-09-08T07:59:11+00:00
BOL-5250,PO-5250,Pacific Pack 2,BET-BCH-20,beets,20,cases,2026-09-08T08:35:31+00:00
BOL-5251,PO-5251,Berry Grove Co,ASP-BCH-11,asparagus,12,cases,2026-09-07T09:27:08+00:00
BOL-5252,PO-5252,Blue Mesa Farms 6,AVO-CS-48,potatoes,50,cases,2026-09-07T13:57:24+00:00
BOL-5253,PO-5253,Fresh Farms,SPI-BCH-24,spinach,60,cases,2026-09-09T07:42:36+00:00
BOL-5254,PO-5254,CoolChain Farms 3,ROM-ICE-24,romaine,16,cases,2026-09-07T10:54:36+00:00
BOL-5255,PO-5255,Blue Mesa Farms,TOM-VINE-25,tomatoes,24,cases,2026-09-11T14:01:23+00:00
BOL-5256,PO-5256,Pacific Pack 3,ROM-ICE-24,romaine,30,cases,2026-09-07T14:04:41+00:00
BOL-5257,PO-5257,Blue Mesa Farms 4,STR-CLAM-12,strawberries,40,cases,2026-09-11T07:44:28+00:00
BOL-5258,PO-5258,Berry Grove Co 4,BLU-FLAT-12,blueberries,60,cases,2026-09-10T13:41:13+00:00
BOL-5259,PO-5259,GreenLeaf Produce,BLU-FLAT-12,avocado,16,cases,2026-09-08T13:00:18+00:00
BOL-5260,PO-5260,Harbor Greens 4,ROM-ICE-24,romaine,20,cases,2026-09-12T15:28:17+00:00
BOL-5261,PO-5261,Red River Produce 2,CEL-BCH-30,celery,48,cases,2026-09-11T13:29:53+00:00
BOL-5261,PO-5261,Red River Produce 2,TOM-VINE-25,tomatoes,16,cases,2026-09-11T13:29:53+00:00
BOL-5262,PO-5262,GreenLeaf Produce 6,ICE-HD-24,iceberg,12,cases,2026-09-09T09:22:44+00:00
BOL-5263,PO-5263,Sunridge Organics 2,CAB-GRN-20,cabbage,48,cases,2026-09-10T10:54:40+00:00
BOL-5264,PO-5264,CoolChain Farms,BRO-CRN-20,broccoli,50,cases,2026-09-11T11:13:17+00:00
BOL-5265,PO-5265,Fresh Farms,TOM-VINE-25,tomatoes,16,cases,2026-09-11T13:30:03+00:00
BOL-5266,PO-5266,Berry Grove Co,GBN-CTN-20,green beans,30,cases,2026-09-09T07:00:27+00:00
BOL-5267,PO-5267,Fresh Farms,KAL-BCH-12,kale,20,cases,2026-09-11T14:28:17+00:00
BOL-5268,PO-5268,Blue Mesa Farms 2,ROM-ICE-24,romaine,16,cases,2026-09-08T09:36:46+00:00
BOL-5269,PO-5269,GreenLeaf Produce 2,ROM-ICE-24,romaine,40,cases,2026-09-07T07:39:08+00:00
BOL-5270,PO-5270,Berry Grove Co,ROM-ICE-24,romaine,40,cases,2026-09-10T11:04:04+00:00
BOL-5271,PO-5271,Sunridge Organics 3,PEP-BLST-20,peppers,8,cases,2026-09-11T08:10:24+00:00
BOL-5272,PO-5272,Coastal Crisp,CRN-EAR-48,corn,48,cases,2026-09-07T12:32:10+00:00
BOL-5273,PO-5273,Fresh Farms,ROM-ICE-24,romaine,48,cases,2026-09-10T14:20:13+00:00
BOL-5273,PO-5273,Fresh Farms,SPI-BCH-24,spinach,20,cases,2026-09-10T14:20:13+00:00
BOL-5274,PO-5274,GreenLeaf Produce 2,LET-BIB-12,lettuce,12,cases,2026-09-10T09:07:35+00:00
BOL-5275,PO-5275,CoolChain Farms 2,SPI-BCH-24,spinach,12,cases,2026-09-11T08:45:33+00:00
BOL-5276,PO-5276,North Fork Cold,GBN-CTN-20,green beans,12,cases,2026-09-09T07:57:15+00:00
BOL-5276,PO-5276,North Fork Cold,BET-BCH-20,beets,20,cases,2026-09-09T07:57:15+00:00
BOL-5277,PO-5277,Valley Mist,ICE-HD-24,iceberg,16,cases,2026-09-11T11:51:26+00:00
BOL-5278,PO-5278,Berry Grove Co,AVO-CS-48,avocado,30,cases,2026-09-09T07:07:16+00:00
BOL-5279,PO-5279,High Desert Growers,BLU-FLAT-12,blueberries,20,cases,2026-09-10T13:32:26+00:00
BOL-5279,PO-5279,High Desert Growers,ROM-ICE-24,romaine,16,cases,2026-09-10T13:32:26+00:00
BOL-5280,PO-5280,Fresh Farms,CEL-BCH-30,celery,16,cases,2026-09-12T15:18:51+00:00
BOL-5281,PO-5281,Berry Grove Co,TOM-VINE-25,tomatoes,50,cases,2026-09-10T13:13:54+00:00
BOL-5281,PO-5281,Berry Grove Co,CAR-BAG-50,carrots,30,cases,2026-09-10T13:13:54+00:00
BOL-5282,PO-5282,Fresh Farms,ROM-ICE-24,romaine,44,cases,2026-09-10T13:19:11+00:00
BOL-5282,PO-5282,Fresh Farms,BLU-FLAT-12,blueberries,26,cases,2026-09-10T13:19:11+00:00
BOL-5283,PO-5283,GreenLeaf Produce,ROM-ICE-24,romaine,48,cases,2026-09-07T13:39:55+00:00
BOL-5284,PO-5284,Berry Grove Co 7,TOM-VINE-25,tomatoes,40,cases,2026-09-09T09:14:45+00:00
BOL-5284,PO-5284,Berry Grove Co 7,ICE-HD-24,iceberg,20,cases,2026-09-09T09:14:45+00:00
BOL-5285,PO-5285,Pacific Pack 5,STR-CLAM-12,strawberries,60,cases,2026-09-07T13:35:06+00:00
BOL-5286,PO-5286,Fresh Farms,ROM-ICE-24,romaine,12,cases,2026-09-11T07:06:15+00:00
BOL-5287,PO-5287,Coastal Crisp 2,AVO-CS-48,avocado,40,cases,2026-09-11T13:05:47+00:00
BOL-5288,PO-5288,Fresh Farms,STR-CLAM-12,strawberries,60,cases,2026-09-11T11:52:23+00:00
BOL-5289,PO-5289,Sunridge Organics,SPI-BCH-24,spinach,16,cases,2026-09-12T07:35:56+00:00
BOL-5290,PO-5290,GreenLeaf Produce,STR-CLAM-12,strawberries,40,cases,2026-09-09T10:08:12+00:00
BOL-5291,PO-5291,North Fork Cold 3,LET-BIB-12,lettuce,24,cases,2026-09-12T15:30:49+00:00
BOL-5292,PO-5292,Blue Mesa Farms,GBN-CTN-20,green beans,40,cases,2026-09-12T07:12:14+00:00
BOL-5293,PO-5293,CoolChain Farms 3,BLU-FLAT-12,blueberries,24,cases,2026-09-10T10:12:54+00:00
BOL-5293,PO-5293,CoolChain Farms 3,ICE-HD-24,iceberg,12,cases,2026-09-10T10:12:54+00:00
BOL-5294,PO-5294,Harbor Greens 5,CAU-HD-12,cauliflower,50,cases,2026-09-10T07:47:02+00:00
BOL-5295,PO-5295,GreenLeaf Produce 4,ROM-ICE-24,romaine,20,cases,2026-09-07T08:08:40+00:00
BOL-5296,PO-5296,Prairie Lot 5,POT-RUS-50,potatoes,40,cases,2026-09-08T14:15:20+00:00
BOL-5297,PO-5297,Fresh Farms,ROM-ICE-24,romaine,50,cases,2026-09-08T07:38:12+00:00
BOL-5297,PO-5297,Fresh Farms,SPI-BCH-24,spinach,16,cases,2026-09-08T07:38:12+00:00
BOL-5298,PO-5298,Coastal Crisp,ROM-ICE-24,romaine,20,cases,2026-09-08T13:34:13+00:00
BOL-5299,PO-5299,GreenLeaf Produce 2,KAL-BCH-12,kale,16,cases,2026-09-08T13:00:44+00:00
BOL-5300,PO-5300,Fresh Farms,ORG-CTN-40,oranges,12,cases,2026-09-12T10:22:32+00:00
BOL-5301,PO-5301,Blue Mesa Farms,ZUC-CS-20,zucchini,20,cases,2026-09-11T11:44:47+00:00
BOL-5302,PO-5302,Valley Mist 7,AVO-CS-48,avocado,16,cases,2026-09-07T14:05:49+00:00
BOL-5303,PO-5303,Fresh Farms,CUC-CTN-24,cucumbers,20,cases,2026-09-09T14:49:52+00:00
BOL-5304,PO-5304,CoolChain Farms,ROM-ICE-24,lemons,48,cases,2026-09-11T14:04:51+00:00
BOL-5305,PO-5305,High Desert Growers,STR-CLAM-12,strawberries,30,cases,2026-09-09T10:15:43+00:00
BOL-5306,PO-5306,Valley Mist 2,ICE-HD-24,iceberg,60,cases,2026-09-11T07:17:39+00:00
BOL-5307,PO-5307,Fresh Farms,CAB-GRN-20,cabbage,24,cases,2026-09-07T09:23:24+00:00
BOL-5308,PO-5308,Blue Mesa Farms,BRO-CRN-20,broccoli,40,cases,2026-09-11T10:03:30+00:00
BOL-5309,PO-5309,GreenLeaf Produce 2,LET-BIB-12,lettuce,12,cases,2026-09-08T07:13:20+00:00
BOL-5310,PO-5310,Red River Produce 7,CUC-CTN-24,cucumbers,30,cases,2026-09-09T13:32:37+00:00
BOL-5310,PO-5310,Red River Produce 7,ZUC-CS-20,zucchini,12,cases,2026-09-09T13:32:37+00:00
BOL-5311,PO-5311,Pacific Pack,CAR-BAG-50,carrots,40,cases,2026-09-09T15:23:51+00:00
BOL-5312,PO-5312,High Desert Growers 6,HRB-MIX-12,herbs,50,cases,2026-09-07T12:58:22+00:00
BOL-5312,PO-5312,High Desert Growers 6,SPI-BCH-24,spinach,50,cases,2026-09-07T12:58:22+00:00
BOL-5313,PO-5313,Berry Grove Co,KAL-BCH-12,kale,24,cases,2026-09-07T08:59:38+00:00
BOL-5314,PO-5314,Prairie Lot 3,ROM-ICE-24,romaine,20,cases,2026-09-08T08:30:58+00:00
BOL-5314,PO-5314,Prairie Lot 3,MSH-CTN-10,mushrooms,40,cases,2026-09-08T08:30:58+00:00
BOL-5315,PO-5315,Pacific Pack,KAL-BCH-12,kale,20,cases,2026-09-08T15:02:42+00:00
BOL-5316,PO-5316,Berry Grove Co,BET-BCH-20,beets,40,cases,2026-09-12T12:32:20+00:00
BOL-5317,PO-5317,Pacific Pack,ROM-ICE-24,romaine,12,cases,2026-09-10T13:57:11+00:00
BOL-5318,PO-5318,Sunridge Organics 7,CAR-BAG-50,carrots,24,cases,2026-09-12T10:20:54+00:00
BOL-5318,PO-5318,Sunridge Organics 7,ROM-ICE-24,romaine,16,cases,2026-09-12T10:20:54+00:00
BOL-5319,PO-5319,GreenLeaf Produce 5,PEP-BLST-20,peppers,40,cases,2026-09-12T08:25:40+00:00
BOL-5320,PO-5320,Blue Mesa Farms 2,ROM-ICE-24,romaine,12,cases,2026-09-07T08:47:15+00:00
BOL-5321,PO-5321,GreenLeaf Produce 5,KAL-BCH-12,kale,48,cases,2026-09-09T10:34:10+00:00
BOL-5322,PO-5322,Prairie Lot,TOM-VINE-25,tomatoes,12,cases,2026-09-11T13:43:55+00:00
BOL-5323,PO-5323,Fresh Farms,STR-CLAM-12,strawberries,16,cases,2026-09-07T09:13:06+00:00
BOL-5324,PO-5324,North Fork Cold,CUC-CTN-24,cucumbers,48,cases,2026-09-09T12:14:57+00:00
BOL-5325,PO-5325,Berry Grove Co 7,POT-RUS-50,potatoes,60,cases,2026-09-07T09:49:13+00:00
BOL-5326,PO-5326,Fresh Farms,MSH-CTN-10,mushrooms,20,cases,2026-09-10T09:32:15+00:00
BOL-5327,PO-5327,GreenLeaf Produce,ICE-HD-24,iceberg,16,cases,2026-09-08T10:38:05+00:00
BOL-5328,PO-5328,GreenLeaf Produce 7,SPI-BCH-24,spinach,48,cases,2026-09-07T12:26:18+00:00
BOL-5329,PO-5329,Fresh Farms,KAL-BCH-12,kale,48,cases,2026-09-09T12:38:16+00:00
BOL-5330,PO-5330,Sunridge Organics,BRO-CRN-20,broccoli,20,cases,2026-09-09T09:14:28+00:00
BOL-5331,PO-5331,Fresh Farms 4,CAR-BAG-50,carrots,60,cases,2026-09-07T12:42:22+00:00
BOL-5332,PO-5332,High Desert Growers,BET-BCH-20,beets,24,cases,2026-09-11T13:59:33+00:00
BOL-5333,PO-5333,Red River Produce 4,CAU-HD-12,cauliflower,20,cases,2026-09-08T10:22:57+00:00
BOL-5334,PO-5334,Coastal Crisp 6,ZUC-CS-20,zucchini,20,cases,2026-09-12T10:49:11+00:00
BOL-5335,PO-5335,Berry Grove Co,CAR-BAG-50,carrots,40,cases,2026-09-07T12:49:27+00:00
BOL-5335,PO-5335,Berry Grove Co,ROM-ICE-24,romaine,60,cases,2026-09-07T12:49:27+00:00
BOL-5336,PO-5336,Sierra Packing,CEL-BCH-30,celery,60,cases,2026-09-09T14:18:17+00:00
BOL-5337,PO-5337,Prairie Lot,BET-BCH-20,beets,16,cases,2026-09-07T08:16:09+00:00
BOL-5338,PO-5338,Harbor Greens 4,SPI-BCH-24,spinach,50,cases,2026-09-11T13:42:18+00:00
BOL-5339,PO-5339,GreenLeaf Produce,PEP-BLST-20,peppers,48,cases,2026-09-09T07:19:11+00:00
BOL-5340,PO-5340,Sierra Packing 2,RAD-BCH-24,radish,40,cases,2026-09-08T14:30:21+00:00
BOL-5341,PO-5341,CoolChain Farms,PEP-BLST-20,peppers,24,cases,2026-09-08T13:46:19+00:00
BOL-5342,PO-5342,Sunridge Organics 3,AVO-CS-48,avocado,16,cases,2026-09-08T13:20:28+00:00
BOL-5343,PO-5343,Pacific Pack,ASP-BCH-11,asparagus,12,cases,2026-09-09T14:47:52+00:00
BOL-5344,PO-5344,Prairie Lot 2,MSH-CTN-10,mushrooms,12,cases,2026-09-11T07:33:19+00:00
BOL-5344,PO-5344,Prairie Lot 2,STR-CLAM-12,strawberries,24,cases,2026-09-11T07:33:19+00:00
BOL-5345,PO-5345,Blue Mesa Farms 5,KAL-BCH-12,kale,50,cases,2026-09-08T10:53:03+00:00
BOL-5346,PO-5346,Red River Produce 2,CAR-BAG-50,carrots,20,cases,2026-09-08T14:52:07+00:00
BOL-5347,PO-5347,Berry Grove Co,PEP-BLST-20,peppers,30,cases,2026-09-09T09:59:22+00:00
BOL-5348,PO-5348,Prairie Lot,CUC-CTN-24,cucumbers,24,cases,2026-09-08T08:23:54+00:00
BOL-5349,PO-5349,Blue Mesa Farms 4,RAD-BCH-24,radish,20,cases,2026-09-10T11:22:01+00:00
BOL-5349,PO-5349,Blue Mesa Farms 4,CAB-GRN-20,cabbage,24,cases,2026-09-10T11:22:01+00:00
BOL-5350,PO-5350,Prairie Lot 2,AVO-CS-48,avocado,48,cases,2026-09-09T15:02:19+00:00
BOL-5351,PO-5351,CoolChain Farms,AVO-CS-48,avocado,16,cases,2026-09-09T08:51:29+00:00
BOL-5352,PO-5352,High Desert Growers 4,CAR-BAG-50,carrots,30,cases,2026-09-09T12:39:53+00:00
BOL-5353,PO-5353,High Desert Growers 7,SPI-BCH-24,spinach,30,cases,2026-09-07T07:32:21+00:00
BOL-5354,PO-5354,High Desert Growers 5,KAL-BCH-12,kale,20,cases,2026-09-07T13:31:15+00:00
BOL-5355,PO-5355,GreenLeaf Produce,POT-RUS-50,potatoes,24,cases,2026-09-10T15:30:18+00:00
BOL-5356,PO-5356,Sierra Packing,PEP-BLST-20,peppers,60,cases,2026-09-10T08:53:43+00:00
BOL-5357,PO-5357,Fresh Farms 5,TOM-VINE-25,tomatoes,30,cases,2026-09-11T14:10:42+00:00
BOL-5358,PO-5358,High Desert Growers 5,KAL-BCH-12,kale,30,cases,2026-09-10T08:33:43+00:00
BOL-5358,PO-5358,High Desert Growers 5,CAB-GRN-20,cabbage,40,cases,2026-09-10T08:33:43+00:00
BOL-5359,PO-5359,North Fork Cold 4,CEL-BCH-30,celery,16,cases,2026-09-08T09:30:29+00:00
BOL-5359,PO-5359,North Fork Cold 4,GBN-CTN-20,green beans,60,cases,2026-09-08T09:30:29+00:00
BOL-5360,PO-5360,CoolChain Farms,ROM-ICE-24,romaine,24,cases,2026-09-11T10:15:33+00:00
BOL-5361,PO-5361,Sunridge Organics 5,ASP-BCH-11,asparagus,16,cases,2026-09-08T11:51:57+00:00
BOL-5361,PO-5361,Sunridge Organics 5,KAL-BCH-12,kale,14,cases,2026-09-08T11:51:57+00:00
BOL-5362,PO-5362,Berry Grove Co,STR-CLAM-12,strawberries,16,cases,2026-09-07T10:51:17+00:00
BOL-5363,PO-5363,Pacific Pack,ROM-ICE-24,romaine,24,cases,2026-09-10T12:24:27+00:00
BOL-5364,PO-5364,High Desert Growers 3,PEP-BLST-20,peppers,24,cases,2026-09-12T14:36:20+00:00
BOL-5365,PO-5365,Fresh Farms,STR-CLAM-12,strawberries,12,cases,2026-09-11T09:39:08+00:00
BOL-5366,PO-5366,Sierra Packing,GBN-CTN-20,green beans,20,cases,2026-09-12T10:53:46+00:00
BOL-5367,PO-5367,Pacific Pack 3,RAD-BCH-24,radish,48,cases,2026-09-12T11:10:22+00:00
BOL-5368,PO-5368,Berry Grove Co,STR-CLAM-12,strawberries,40,cases,2026-09-08T13:12:08+00:00
BOL-5369,PO-5369,High Desert Growers 2,CAR-BAG-50,carrots,12,cases,2026-09-11T10:12:56+00:00
BOL-5370,PO-5370,Fresh Farms,AVO-CS-48,avocado,60,cases,2026-09-07T14:08:01+00:00
BOL-5371,PO-5371,Sierra Packing 2,CUC-CTN-24,cucumbers,60,cases,2026-09-10T08:45:44+00:00
BOL-5372,PO-5372,High Desert Growers,CEL-BCH-30,celery,30,cases,2026-09-10T12:58:08+00:00
BOL-5373,PO-5373,CoolChain Farms 2,LIM-CTN-40,limes,40,cases,2026-09-11T11:14:12+00:00
BOL-5374,PO-5374,North Fork Cold,ICE-HD-24,iceberg,24,cases,2026-09-08T07:20:35+00:00
BOL-5375,PO-5375,Fresh Farms,ROM-ICE-24,romaine,16,cases,2026-09-07T07:45:58+00:00
BOL-5376,PO-5376,Sunridge Organics 5,ORG-CTN-40,oranges,30,cases,2026-09-07T13:10:06+00:00
BOL-5377,PO-5377,Berry Grove Co,KAL-BCH-12,kale,40,cases,2026-09-09T07:51:52+00:00
BOL-5378,PO-5378,High Desert Growers 3,ROM-ICE-24,romaine,20,cases,2026-09-10T07:48:54+00:00
BOL-5378,PO-5378,High Desert Growers 3,CAU-HD-12,cauliflower,30,cases,2026-09-10T07:48:54+00:00
BOL-5379,PO-5379,Pacific Pack,AVO-CS-48,avocado,50,cases,2026-09-11T08:33:07+00:00
BOL-5380,PO-5380,Fresh Farms,HRB-MIX-12,herbs,20,cases,2026-09-11T08:25:07+00:00
BOL-5380,PO-5380,Fresh Farms,AVO-CS-48,avocado,50,cases,2026-09-11T08:25:07+00:00
BOL-5381,PO-5381,Pacific Pack,ASP-BCH-11,asparagus,20,cases,2026-09-10T08:32:39+00:00
BOL-5382,PO-5382,High Desert Growers,CUC-CTN-24,cucumbers,12,cases,2026-09-12T07:57:56+00:00
BOL-5382,PO-5382,High Desert Growers,BLU-FLAT-12,blueberries,24,cases,2026-09-12T07:57:56+00:00
BOL-5383,PO-5383,Sierra Packing 2,CUC-CTN-24,cucumbers,24,cases,2026-09-11T11:25:33+00:00
BOL-5383,PO-5383,Sierra Packing 2,KAL-BCH-12,kale,48,cases,2026-09-11T11:25:33+00:00
BOL-5384,PO-5384,High Desert Growers 7,BET-BCH-20,beets,60,cases,2026-09-11T11:45:57+00:00
BOL-5384,PO-5384,High Desert Growers 7,MSH-CTN-10,mushrooms,20,cases,2026-09-11T11:45:57+00:00
BOL-5385,PO-5385,CoolChain Farms,STR-CLAM-12,onions,48,cases,2026-09-10T09:44:15+00:00
BOL-5385,PO-5385,CoolChain Farms,ROM-ICE-24,herbs,50,cases,2026-09-10T09:44:15+00:00
BOL-5386,PO-5386,Coastal Crisp,CRN-EAR-48,corn,12,cases,2026-09-09T14:18:31+00:00
BOL-5387,PO-5387,Fresh Farms,LMN-CTN-40,lemons,30,cases,2026-09-08T11:45:35+00:00
BOL-5388,PO-5388,Coastal Crisp,ROM-ICE-24,romaine,24,cases,2026-09-09T12:35:42+00:00
BOL-5389,PO-5389,Sunridge Organics,TOM-VINE-25,tomatoes,16,cases,2026-09-09T12:17:38+00:00
BOL-5390,PO-5390,CoolChain Farms,SPI-BCH-24,spinach,60,cases,2026-09-10T08:53:00+00:00
BOL-5391,PO-5391,Berry Grove Co,CRN-EAR-48,corn,48,cases,2026-09-10T07:23:57+00:00
BOL-5392,PO-5392,Fresh Farms,SQU-YLW-20,squash,24,cases,2026-09-08T08:40:12+00:00
BOL-5393,PO-5393,Prairie Lot 5,LET-BIB-12,lettuce,50,cases,2026-09-07T10:32:02+00:00
BOL-5394,PO-5394,Fresh Farms,POT-RUS-50,potatoes,60,cases,2026-09-10T15:09:32+00:00
BOL-5394,PO-5394,Fresh Farms,SQU-YLW-20,squash,50,cases,2026-09-10T15:09:32+00:00
