doc_id,po_id,supplier,sku,item,quantity,unit,lot_code,received_at
PACK-5175,PO-5175,GreenLeaf Produce 6,AVO-CS-48,avocado,50,cases,A5175-33,2026-09-08T14:16:11+00:00
PACK-5176,PO-5176,Prairie Lot 5,BRO-CRN-20,broccoli,16,cases,B5176-52,2026-09-12T15:20:55+00:00
PACK-5176,PO-5176,Prairie Lot 5,SPI-BCH-24,spinach,60,cases,S5176-77,2026-09-12T15:20:55+00:00
PACK-5177,PO-5177,North Fork Cold 4,ZUC-CS-20,zucchini,40,cases,,2026-09-09T15:08:08+00:00
PACK-5178,PO-5178,GreenLeaf Produce,KAL-BCH-12,kale,24,cases,K5178-32,2026-09-07T11:02:41+00:00
PACK-5178,PO-5178,GreenLeaf Produce,CEL-BCH-30,celery,38,cases,C5178-75,2026-09-07T11:02:41+00:00
PACK-5179,PO-5179,Fresh Farms,BET-BCH-20,beets,12,cases,B5179-43,2026-09-08T10:33:42+00:00
PACK-5180,PO-5180,GreenLeaf Produce,POT-RUS-50,potatoes,12,cases,P5180-43,2026-09-08T10:56:48+00:00
PACK-5181,PO-5181,Fresh Farms,STR-CLAM-12,strawberries,60,cases,S5181-49,2026-09-10T13:02:15+00:00
PACK-5182,PO-5182,Valley Mist 6,STR-CLAM-12,strawberries,20,cases,S5182-71,2026-09-10T12:35:58+00:00
PACK-5183,PO-5183,Valley Mist,ICE-HD-24,iceberg,52,cases,I5183-37,2026-09-07T13:30:38+00:00
PACK-5184,PO-5184,GreenLeaf Produce 2,BLU-FLAT-12,blueberries,36,cases,B5184-82,2026-09-10T12:56:48+00:00
PACK-5185,PO-5185,Coastal Crisp 5,ROM-ICE-24,romaine,40,cases,R5185-76,2026-09-07T14:12:35+00:00
PACK-5186,PO-5186,Fresh Farms 3,BLU-FLAT-12,blueberries,12,cases,B5186-68,2026-09-09T12:56:13+00:00
PACK-5186,PO-5186,Fresh Farms 3,ROM-ICE-24,romaine,48,cases,R5186-68,2026-09-09T12:56:13+00:00
PACK-5187,PO-5187,North Fork Cold 2,AVO-CS-48,avocado,12,cases,A5187-37,2026-09-09T11:54:29+00:00
PACK-5188,PO-5188,Valley Mist,ROM-ICE-24,romaine,16,cases,R5188-70,2026-09-09T07:31:27+00:00
PACK-5189,PO-5189,Sunridge Organics 3,CUC-CTN-24,cucumbers,48,cases,C5189-57,2026-09-07T10:37:11+00:00
PACK-5190,PO-5190,Harbor Greens 4,PEP-BLST-20,peppers,60,cases,P5190-27,2026-09-12T10:23:28+00:00
PACK-5191,PO-5191,Berry Grove Co,ROM-ICE-24,romaine,24,cases,R5191-10,2026-09-10T10:06:07+00:00
PACK-5192,PO-5192,Sunridge Organics,BLU-FLAT-12,blueberries,24,cases,B5192-41,2026-09-10T15:28:19+00:00
PACK-5193,PO-5193,Berry Grove Co,ROM-ICE-24,romaine,48,cases,R5193-88,2026-09-09T08:27:17+00:00
PACK-5194,PO-5194,Fresh Farms,CAR-BAG-50,carrots,50,cases,C5194-86,2026-09-11T14:40:56+00:00
PACK-5194,PO-5194,Fresh Farms,PEP-BLST-20,peppers,12,cases,P5194-41,2026-09-11T14:40:56+00:00
PACK-5195,PO-5195,Berry Grove Co,LET-BIB-12,lettuce,20,cases,L5195-74,2026-09-10T10:33:28+00:00
PACK-5196,PO-5196,Sierra Packing 5,CAR-BAG-50,carrots,40,cases,C5196-40,2026-09-12T09:07:52+00:00
PACK-5197,PO-5197,Sierra Packing,ROM-ICE-24,romaine,20,cases,R5197-90,2026-09-08T08:21:42+00:00
PACK-5198,PO-5198,Fresh Farms,PEP-BLST-20,peppers,60,cases,P5198-50,2026-09-10T11:52:31+00:00
PACK-5199,PO-5199,CoolChain Farms,ICE-HD-24,iceberg,16,cases,I5199-28,2026-09-10T10:37:09+00:00
PACK-5200,PO-5200,Harbor Greens,ROM-ICE-24,romaine,24,cases,R5200-42,2026-09-11T14:56:03+00:00
PACK-5201,PO-5201,Harbor Greens 5,POT-RUS-50,potatoes,24,cases,P5201-16,2026-09-07T12:39:05+00:00
PACK-5201,PO-5201,Harbor Greens 5,SPI-BCH-24,spinach,12,cases,S5201-19,2026-09-07T12:39:05+00:00
PACK-5202,PO-5202,Berry Grove Co 3,STR-CLAM-12,strawberries,40,cases,S5202-48,2026-09-07T13:37:37+00:00
PACK-5203,PO-5203,CoolChain Farms 6,ORG-CTN-40,oranges,50,cases,O5203-41,2026-09-12T07:15:13+00:00
PACK-5203,PO-5203,CoolChain Farms 6,ONI-SK-50,onions,24,cases,O5203-60,2026-09-12T07:15:13+00:00
PACK-5204,PO-5204,North Fork Cold 3,CUC-CTN-24,cucumbers,22,cases,C5204-56,2026-09-12T11:50:20+00:00
PACK-5205,PO-5205,Fresh Farms,SQU-YLW-20,squash,24,cases,S5205-57,2026-09-09T11:22:29+00:00
PACK-5206,PO-5206,Blue Mesa Farms 4,SPI-BCH-24,spinach,48,cases,S5206-47,2026-09-08T07:31:36+00:00
PACK-5206,PO-5206,Blue Mesa Farms 4,ROM-ICE-24,romaine,40,cases,R5206-39,2026-09-08T07:31:36+00:00
PACK-5207,PO-5207,North Fork Cold,KAL-BCH-12,kale,50,cases,K5207-92,2026-09-08T14:14:15+00:00
PACK-5208,PO-5208,GreenLeaf Produce 3,POT-RUS-50,potatoes,50,cases,P5208-33,2026-09-10T11:03:10+00:00
PACK-5209,PO-5209,North Fork Cold 6,MSH-CTN-10,mushrooms,8,cases,M5209-62,2026-09-12T11:45:41+00:00
PACK-5209,PO-5209,North Fork Cold 6,ROM-ICE-24,romaine,20,cases,R5209-29,2026-09-12T11:45:41+00:00
PACK-5210,PO-5210,Valley Mist,BET-BCH-20,beets,50,cases,B5210-94,2026-09-07T11:26:29+00:00
PACK-5211,PO-5211,Harbor Greens,POT-RUS-50,potatoes,60,cases,P5211-46,2026-09-09T07:11:34+00:00
PACK-5211,PO-5211,Harbor Greens,ROM-ICE-24,romaine,48,cases,R5211-32,2026-09-09T07:11:34+00:00
PACK-5212,PO-5212,Fresh Farms,SPI-BCH-24,spinach,40,cases,S5212-44,2026-09-07T07:57:33+00:00
PACK-5213,PO-5213,Red River Produce 6,ORG-CTN-40,oranges,24,cases,O5213-48,2026-09-11T07:48:23+00:00
PACK-5214,PO-5214,Coastal Crisp 2,ROM-ICE-24,romaine,48,cases,R5214-58,2026-09-10T14:22:05+00:00
PACK-5215,PO-5215,Fresh Farms,MSH-CTN-10,mushrooms,40,cases,M5215-82,2026-09-09T07:36:40+00:00
PACK-5215,PO-5215,Fresh Farms,LIM-CTN-40,limes,16,cases,L5215-77,2026-09-09T07:36:40+00:00
PACK-5216,PO-5216,Coastal Crisp 5,ICE-HD-24,iceberg,12,cases,I5216-19,2026-09-12T09:05:13+00:00
PACK-5217,PO-5217,Blue Mesa Farms,BET-BCH-20,beets,40,cases,B5217-12,2026-09-10T09:31:57+00:00
PACK-5217,PO-5217,Blue Mesa Farms,LMN-CTN-40,lemons,20,cases,L5217-60,2026-09-10T09:31:57+00:00
PACK-5218,PO-5218,Harbor Greens,AVO-CS-48,avocado,60,cases,A5218-52,2026-09-12T09:41:10+00:00
PACK-5219,PO-5219,Sierra Packing 3,ICE-HD-24,iceberg,40,cases,I5219-16,2026-09-08T13:26:08+00:00
PACK-5220,PO-5220,Fresh Farms,HRB-MIX-12,herbs,48,cases,H5220-51,2026-09-07T09:06:53+00:00
PACK-5221,PO-5221,Sunridge Organics 7,BRO-CRN-20,broccoli,48,cases,B5221-65,2026-09-07T09:27:50+00:00
PACK-5222,PO-5222,Pacific Pack,STR-CLAM-12,strawberries,16,cases,S5222-20,2026-09-07T12:07:42+00:00
PACK-5223,PO-5223,Red River Produce 3,SPI-BCH-24,spinach,16,cases,S5223-21,2026-09-08T10:22:45+00:00
PACK-5224,PO-5224,Valley Mist,ROM-ICE-24,romaine,48,cases,R5224-67,2026-09-07T09:45:28+00:00
PACK-5224,PO-5224,Valley Mist,BRO-CRN-20,broccoli,60,cases,B5224-62,2026-09-07T09:45:28+00:00
PACK-5225,PO-5225,Harbor Greens,KAL-BCH-12,kale,48,cases,K5225-11,2026-09-07T07:53:22+00:00
PACK-5226,PO-5226,Fresh Farms,LIM-CTN-40,limes,54,cases,L5226-97,2026-09-08T10:26:49+00:00
PACK-5227,PO-5227,CoolChain Farms,STR-CLAM-12,strawberries,30,cases,S5227-63,2026-09-08T08:19:17+00:00
PACK-5227,PO-5227,CoolChain Farms,SPI-BCH-24,spinach,16,cases,S5227-56,2026-09-08T08:19:17+00:00
PACK-5228,PO-5228,Valley Mist 2,TOM-VINE-25,tomatoes,20,cases,T5228-48,2026-09-08T09:14:46+00:00
PACK-5229,PO-5229,Coastal Crisp 4,KAL-BCH-12,kale,40,cases,K5229-65,2026-09-07T10:30:21+00:00
PACK-5230,PO-5230,Fresh Farms 7,CAR-BAG-50,carrots,14,cases,C5230-50,2026-09-11T14:28:41+00:00
PACK-5231,PO-5231,GreenLeaf Produce,LMN-CTN-40,lemons,24,cases,L5231-51,2026-09-07T10:31:20+00:00
PACK-5232,PO-5232,Pacific Pack,STR-CLAM-12,strawberries,60,cases,S5232-33,2026-09-08T14:06:50+00:00
PACK-5233,PO-5233,Sunridge Organics 6,STR-CLAM-12,strawberries,30,cases,S5233-98,2026-09-10T11:49:01+00:00
PACK-5234,PO-5234,Blue Mesa Farms 3,CEL-BCH-30,celery,24,cases,C5234-42,2026-09-07T14:22:50+00:00
PACK-5235,PO-5235,Sierra Packing 3,CAR-BAG-50,carrots,38,cases,C5235-79,2026-09-10T13:14:27+00:00
PACK-5236,PO-5236,Harbor Greens 2,RAD-BCH-24,radish,16,cases,R5236-41,2026-09-07T15:23:23+00:00
PACK-5237,PO-5237,High Desert Growers 2,CUC-CTN-24,cucumbers,48,cases,C5237-52,2026-09-10T10:09:10+00:00
PACK-5238,PO-5238,Fresh Farms,CRN-EAR-48,corn,60,cases,C5238-84,2026-09-12T10:48:06+00:00
PACK-5239,PO-5239,Valley Mist,CAR-BAG-50,carrots,60,cases,C5239-29,2026-09-10T09:01:28+00:00
PACK-5240,PO-5240,Fresh Farms,ROM-ICE-24,romaine,20,cases,R5240-54,2026-09-08T07:20:30+00:00
PACK-5241,PO-5241,Berry Grove Co,ROM-ICE-24,romaine,50,cases,R5241-50,2026-09-08T11:01:50+00:00
PACK-5242,PO-5242,Prairie Lot 2,CUC-CTN-24,cucumbers,20,cases,C5242-41,2026-09-07T07:30:51+00:00
PACK-5243,PO-5243,CoolChain Farms,STR-CLAM-12,strawberries,48,cases,S5243-90,2026-09-09T11:50:10+00:00
PACK-5244,PO-5244,High Desert Growers,GBN-CTN-20,green beans,50,cases,,2026-09-07T12:35:42+00:00
PACK-5245,PO-5245,Harbor Greens 2,ONI-SK-50,onions,16,cases,O5245-83,2026-09-09T10:27:00+00:00
PACK-5246,PO-5246,Berry Grove Co,ROM-ICE-24,romaine,50,cases,R5246-77,2026-09-07T14:34:34+00:00
PACK-5247,PO-5247,Pacific Pack,KAL-BCH-12,kale,50,cases,K5247-89,2026-09-12T09:48:38+00:00
PACK-5248,PO-5248,Harbor Greens 3,PEP-BLST-20,peppers,40,cases,P5248-25,2026-09-07T12:52:45+00:00
PACK-5249,PO-5249,Valley Mist,AVO-CS-48,avocado,20,cases,A5249-83,2026-09-08T08:07:11+00:00
PACK-5250,PO-5250,Pacific Pack 2,BET-BCH-20,beets,20,cases,B5250-81,2026-09-08T08:43:31+00:00
PACK-5251,PO-5251,Berry Grove Co,ASP-BCH-11,asparagus,12,cases,A5251-72,2026-09-07T09:35:08+00:00
PACK-5252,PO-5252,Blue Mesa Farms 6,AVO-CS-48,avocado,50,cases,A5252-66,2026-09-07T14:05:24+00:00
PACK-5253,PO-5253,Fresh Farms,SPI-BCH-24,spinach,60,cases,S5253-46,2026-09-09T07:50:36+00:00
PACK-5254,PO-5254,CoolChain Farms 3,ROM-ICE-24,romaine,16,cases,R5254-44,2026-09-07T11:02:36+00:00
PACK-5255,PO-5255,Blue Mesa Farms,TOM-VINE-25,tomatoes,24,cases,T5255-64,2026-09-11T14:09:23+00:00
PACK-5256,PO-5256,Pacific Pack 3,ROM-ICE-24,romaine,30,cases,R5256-54,2026-09-07T14:12:41+00:00
PACK-5257,PO-5257,Blue Mesa Farms 4,STR-CLAM-12,strawberries,30,cases,S5257-31,2026-09-11T07:52:28+00:00
PACK-5258,PO-5258,Berry Grove Co 4,BLU-FLAT-12,blueberries,60,cases,B5258-31,2026-09-10T13:49:13+00:00
PACK-5259,PO-5259,GreenLeaf Produce,BLU-FLAT-12,blueberries,16,cases,B5259-62,2026-09-08T13:08:18+00:00
PACK-5260,PO-5260,Harbor Greens 4,ROM-ICE-24,romaine,20,cases,R5260-51,2026-09-12T15:36:17+00:00
PACK-5261,PO-5261,Red River Produce 2,CEL-BCH-30,celery,48,cases,C5261-58,2026-09-11T13:37:53+00:00
PACK-5261,PO-5261,Red River Produce 2,TOM-VINE-25,tomatoes,16,cases,T5261-61,2026-09-11T13:37:53+00:00
PACK-5262,PO-5262,GreenLeaf Produce 6,ICE-HD-24,iceberg,12,cases,I5262-21,2026-09-09T09:30:44+00:00
PACK-5263,PO-5263,Sunridge Organics 2,CAB-GRN-20,cabbage,42,cases,C5263-64,2026-09-10T11:02:40+00:00
PACK-5264,PO-5264,CoolChain Farms,BRO-CRN-20,broccoli,50,cases,B5264-53,2026-09-11T11:21:17+00:00
PACK-5265,PO-5265,Fresh Farms,TOM-VINE-25,tomatoes,16,cases,T5265-30,2026-09-11T13:38:03+00:00
PACK-5266,PO-5266,Berry Grove Co,GBN-CTN-20,green beans,30,cases,G5266-30,2026-09-09T07:08:27+00:00
PACK-5267,PO-5267,Fresh Farms,KAL-BCH-12,kale,20,cases,K5267-16,2026-09-11T14:36:17+00:00
PACK-5268,PO-5268,Blue Mesa Farms 2,ROM-ICE-24,romaine,16,cases,R5268-10,2026-09-08T09:44:46+00:00
PACK-5269,PO-5269,GreenLeaf Produce 2,ROM-ICE-24,romaine,36,cases,R5269-64,2026-09-07T07:47:08+00:00
PACK-5270,PO-5270,Berry Grove Co,ROM-ICE-24,romaine,40,cases,R5270-57,2026-09-10T11:12:04+00:00
PACK-5271,PO-5271,Sunridge Organics 3,PEP-BLST-20,peppers,8,cases,P5271-82,2026-09-11T08:18:24+00:00
PACK-5272,PO-5272,Coastal Crisp,CRN-EAR-48,corn,48,cases,C5272-88,2026-09-07T12:40:10+00:00
PACK-5273,PO-5273,Fresh Farms,ROM-ICE-24,romaine,40,cases,R5273-64,2026-09-10T14:28:13+00:00
PACK-5273,PO-5273,Fresh Farms,SPI-BCH-24,spinach,14,cases,S5273-45,2026-09-10T14:28:13+00:00
PACK-5274,PO-5274,GreenLeaf Produce 2,LET-BIB-12,lettuce,12,cases,L5274-94,2026-09-10T09:15:35+00:00
PACK-5275,PO-5275,CoolChain Farms 2,SPI-BCH-24,spinach,12,cases,S5275-40,2026-09-11T08:53:33+00:00
PACK-5276,PO-5276,North Fork Cold,GBN-CTN-20,green beans,12,cases,G5276-56,2026-09-09T08:05:15+00:00
PACK-5276,PO-5276,North Fork Cold,BET-BCH-20,beets,20,cases,B5276-59,2026-09-09T08:05:15+00:00
PACK-5277,PO-5277,Valley Mist,ICE-HD-24,iceberg,16,cases,I5277-12,2026-09-11T11:59:26+00:00
PACK-5278,PO-5278,Berry Grove Co,AVO-CS-48,avocado,30,cases,A5278-90,2026-09-09T07:15:16+00:00
PACK-5279,PO-5279,High Desert Growers,BLU-FLAT-12,blueberries,20,cases,B5279-45,2026-09-10T13:40:26+00:00
PACK-5279,PO-5279,High Desert Growers,ROM-ICE-24,romaine,16,cases,R5279-75,2026-09-10T13:40:26+00:00
PACK-5280,PO-5280,Fresh Farms,CEL-BCH-30,celery,16,cases,C5280-49,2026-09-12T15:26:51+00:00
PACK-5281,PO-5281,Berry Grove Co,TOM-VINE-25,tomatoes,50,cases,T5281-88,2026-09-10T13:21:54+00:00
PACK-5281,PO-5281,Berry Grove Co,CAR-BAG-50,carrots,30,cases,C5281-95,2026-09-10T13:21:54+00:00
PACK-5282,PO-5282,Fresh Farms,ROM-ICE-24,romaine,44,cases,R5282-76,2026-09-10T13:27:11+00:00
PACK-5282,PO-5282,Fresh Farms,BLU-FLAT-12,blueberries,26,cases,B5282-57,2026-09-10T13:27:11+00:00
PACK-5283,PO-5283,GreenLeaf Produce,ROM-ICE-24,romaine,48,cases,R5283-44,2026-09-07T13:47:55+00:00
PACK-5284,PO-5284,Berry Grove Co 7,TOM-VINE-25,tomatoes,40,cases,T5284-17,2026-09-09T09:22:45+00:00
PACK-5284,PO-5284,Berry Grove Co 7,ICE-HD-24,iceberg,20,cases,I5284-57,2026-09-09T09:22:45+00:00
PACK-5285,PO-5285,Pacific Pack 5,STR-CLAM-12,strawberries,56,cases,S5285-15,2026-09-07T13:43:06+00:00
PACK-5286,PO-5286,Fresh Farms,ROM-ICE-24,romaine,12,cases,R5286-80,2026-09-11T07:14:15+00:00
PACK-5287,PO-5287,Coastal Crisp 2,AVO-CS-48,avocado,40,cases,A5287-44,2026-09-11T13:13:47+00:00
PACK-5288,PO-5288,Fresh Farms,STR-CLAM-12,strawberries,60,cases,S5288-15,2026-09-11T12:00:23+00:00
PACK-5289,PO-5289,Sunridge Organics,SPI-BCH-24,spinach,16,cases,S5289-80,2026-09-12T07:43:56+00:00
PACK-5290,PO-5290,GreenLeaf Produce,STR-CLAM-12,strawberries,40,cases,S5290-85,2026-09-09T10:16:12+00:00
PACK-5291,PO-5291,North Fork Cold 3,LET-BIB-12,lettuce,18,cases,L5291-10,2026-09-12T15:38:49+00:00
PACK-5292,PO-5292,Blue Mesa Farms,GBN-CTN-20,green beans,40,cases,G5292-10,2026-09-12T07:20:14+00:00
PACK-5293,PO-5293,CoolChain Farms 3,BLU-FLAT-12,blueberries,24,cases,B5293-63,2026-09-10T10:20:54+00:00
PACK-5293,PO-5293,CoolChain Farms 3,ICE-HD-24,iceberg,12,cases,I5293-28,2026-09-10T10:20:54+00:00
PACK-5294,PO-5294,Harbor Greens 5,CAU-HD-12,cauliflower,46,cases,C5294-84,2026-09-10T07:55:02+00:00
PACK-5295,PO-5295,GreenLeaf Produce 4,ROM-ICE-24,romaine,20,cases,R5295-40,2026-09-07T08:16:40+00:00
PACK-5296,PO-5296,Prairie Lot 5,POT-RUS-50,potatoes,40,cases,P5296-67,2026-09-08T14:23:20+00:00
PACK-5297,PO-5297,Fresh Farms,ROM-ICE-24,romaine,50,cases,R5297-69,2026-09-08T07:46:12+00:00
PACK-5297,PO-5297,Fresh Farms,SPI-BCH-24,spinach,16,cases,S5297-78,2026-09-08T07:46:12+00:00
PACK-5298,PO-5298,Coastal Crisp,ROM-ICE-24,romaine,20,cases,R5298-97,2026-09-08T13:42:13+00:00
PACK-5299,PO-5299,GreenLeaf Produce 2,KAL-BCH-12,kale,16,cases,K5299-41,2026-09-08T13:08:44+00:00
PACK-5300,PO-5300,Fresh Farms,ORG-CTN-40,oranges,12,cases,O5300-61,2026-09-12T10:30:32+00:00
PACK-5301,PO-5301,Blue Mesa Farms,ZUC-CS-20,zucchini,20,cases,Z5301-25,2026-09-11T11:52:47+00:00
PACK-5302,PO-5302,Valley Mist 7,AVO-CS-48,avocado,16,cases,A5302-84,2026-09-07T14:13:49+00:00
PACK-5303,PO-5303,Fresh Farms,CUC-CTN-24,cucumbers,20,cases,C5303-21,2026-09-09T14:57:52+00:00
PACK-5304,PO-5304,CoolChain Farms,ROM-ICE-24,romaine,48,cases,R5304-60,2026-09-11T14:12:51+00:00
PACK-5305,PO-5305,High Desert Growers,STR-CLAM-12,strawberries,30,cases,S5305-67,2026-09-09T10:23:43+00:00
PACK-5306,PO-5306,Valley Mist 2,ICE-HD-24,iceberg,60,cases,I5306-71,2026-09-11T07:25:39+00:00
PACK-5307,PO-5307,Fresh Farms,CAB-GRN-20,cabbage,20,cases,C5307-58,2026-09-07T09:31:24+00:00
PACK-5308,PO-5308,Blue Mesa Farms,BRO-CRN-20,broccoli,40,cases,B5308-59,2026-09-11T10:11:30+00:00
PACK-5309,PO-5309,GreenLeaf Produce 2,LET-BIB-12,lettuce,12,cases,L5309-70,2026-09-08T07:21:20+00:00
PACK-5310,PO-5310,Red River Produce 7,CUC-CTN-24,cucumbers,30,cases,C5310-78,2026-09-09T13:40:37+00:00
PACK-5310,PO-5310,Red River Produce 7,ZUC-CS-20,zucchini,12,cases,Z5310-38,2026-09-09T13:40:37+00:00
PACK-5311,PO-5311,Pacific Pack,CAR-BAG-50,carrots,40,cases,C5311-85,2026-09-09T15:31:51+00:00
PACK-5312,PO-5312,High Desert Growers 6,HRB-MIX-12,herbs,50,cases,H5312-79,2026-09-07T13:06:22+00:00
PACK-5312,PO-5312,High Desert Growers 6,SPI-BCH-24,spinach,50,cases,S5312-14,2026-09-07T13:06:22+00:00
PACK-5313,PO-5313,Berry Grove Co,KAL-BCH-12,kale,24,cases,K5313-26,2026-09-07T09:07:38+00:00
PACK-5314,PO-5314,Prairie Lot 3,ROM-ICE-24,romaine,20,cases,R5314-24,2026-09-08T08:38:58+00:00
PACK-5314,PO-5314,Prairie Lot 3,MSH-CTN-10,mushrooms,40,cases,M5314-19,2026-09-08T08:38:58+00:00
PACK-5315,PO-5315,Pacific Pack,KAL-BCH-12,kale,10,cases,K5315-91,2026-09-08T15:10:42+00:00
PACK-5316,PO-5316,Berry Grove Co,BET-BCH-20,beets,40,cases,B5316-38,2026-09-12T12:40:20+00:00
PACK-5317,PO-5317,Pacific Pack,ROM-ICE-24,romaine,12,cases,R5317-99,2026-09-10T14:05:11+00:00
PACK-5318,PO-5318,Sunridge Organics 7,CAR-BAG-50,carrots,20,cases,C5318-73,2026-09-12T10:28:54+00:00
PACK-5318,PO-5318,Sunridge Organics 7,ROM-ICE-24,romaine,10,cases,R5318-54,2026-09-12T10:28:54+00:00
PACK-5319,PO-5319,GreenLeaf Produce 5,PEP-BLST-20,peppers,40,cases,P5319-67,2026-09-12T08:33:40+00:00
PACK-5320,PO-5320,Blue Mesa Farms 2,ROM-ICE-24,romaine,8,cases,R5320-59,2026-09-07T08:55:15+00:00
PACK-5321,PO-5321,GreenLeaf Produce 5,KAL-BCH-12,kale,48,cases,K5321-22,2026-09-09T10:42:10+00:00
PACK-5322,PO-5322,Prairie Lot,TOM-VINE-25,tomatoes,12,cases,T5322-47,2026-09-11T13:51:55+00:00
PACK-5323,PO-5323,Fresh Farms,STR-CLAM-12,strawberries,12,cases,S5323-53,2026-09-07T09:21:06+00:00
PACK-5324,PO-5324,North Fork Cold,CUC-CTN-24,cucumbers,48,cases,C5324-30,2026-09-09T12:22:57+00:00
PACK-5325,PO-5325,Berry Grove Co 7,POT-RUS-50,potatoes,60,cases,P5325-43,2026-09-07T09:57:13+00:00
PACK-5326,PO-5326,Fresh Farms,MSH-CTN-10,mushrooms,20,cases,M5326-16,2026-09-10T09:40:15+00:00
PACK-5327,PO-5327,GreenLeaf Produce,ICE-HD-24,iceberg,16,cases,I5327-13,2026-09-08T10:46:05+00:00
PACK-5328,PO-5328,GreenLeaf Produce 7,SPI-BCH-24,spinach,48,cases,S5328-70,2026-09-07T12:34:18+00:00
PACK-5329,PO-5329,Fresh Farms,KAL-BCH-12,kale,40,cases,K5329-33,2026-09-09T12:46:16+00:00
PACK-5330,PO-5330,Sunridge Organics,BRO-CRN-20,broccoli,28,cases,B5330-95,2026-09-09T09:22:28+00:00
PACK-5331,PO-5331,Fresh Farms 4,CAR-BAG-50,carrots,60,cases,C5331-17,2026-09-07T12:50:22+00:00
PACK-5332,PO-5332,High Desert Growers,BET-BCH-20,beets,24,cases,B5332-70,2026-09-11T14:07:33+00:00
PACK-5333,PO-5333,Red River Produce 4,CAU-HD-12,cauliflower,20,cases,C5333-25,2026-09-08T10:30:57+00:00
PACK-5334,PO-5334,Coastal Crisp 6,ZUC-CS-20,zucchini,16,cases,Z5334-64,2026-09-12T10:57:11+00:00
PACK-5335,PO-5335,Berry Grove Co,CAR-BAG-50,carrots,40,cases,C5335-18,2026-09-07T12:57:27+00:00
PACK-5335,PO-5335,Berry Grove Co,ROM-ICE-24,romaine,60,cases,R5335-60,2026-09-07T12:57:27+00:00
PACK-5336,PO-5336,Sierra Packing,CEL-BCH-30,celery,60,cases,C5336-63,2026-09-09T14:26:17+00:00
PACK-5337,PO-5337,Prairie Lot,BET-BCH-20,beets,16,cases,B5337-82,2026-09-07T08:24:09+00:00
PACK-5338,PO-5338,Harbor Greens 4,SPI-BCH-24,spinach,50,cases,S5338-83,2026-09-11T13:50:18+00:00
PACK-5339,PO-5339,GreenLeaf Produce,PEP-BLST-20,peppers,48,cases,P5339-14,2026-09-09T07:27:11+00:00
PACK-5340,PO-5340,Sierra Packing 2,RAD-BCH-24,radish,40,cases,R5340-12,2026-09-08T14:38:21+00:00
PACK-5341,PO-5341,CoolChain Farms,PEP-BLST-20,peppers,24,cases,P5341-27,2026-09-08T13:54:19+00:00
PACK-5342,PO-5342,Sunridge Organics 3,AVO-CS-48,avocado,16,cases,A5342-34,2026-09-08T13:28:28+00:00
PACK-5343,PO-5343,Pacific Pack,ASP-BCH-11,asparagus,12,cases,A5343-75,2026-09-09T14:55:52+00:00
PACK-5344,PO-5344,Prairie Lot 2,MSH-CTN-10,mushrooms,12,cases,M5344-32,2026-09-11T07:41:19+00:00
PACK-5344,PO-5344,Prairie Lot 2,STR-CLAM-12,strawberries,24,cases,S5344-17,2026-09-11T07:41:19+00:00
PACK-5345,PO-5345,Blue Mesa Farms 5,KAL-BCH-12,kale,50,cases,K5345-74,2026-09-08T11:01:03+00:00
PACK-5346,PO-5346,Red River Produce 2,CAR-BAG-50,carrots,20,cases,C5346-70,2026-09-08T15:00:07+00:00
PACK-5347,PO-5347,Berry Grove Co,PEP-BLST-20,peppers,30,cases,P5347-13,2026-09-09T10:07:22+00:00
PACK-5348,PO-5348,Prairie Lot,CUC-CTN-24,cucumbers,24,cases,C5348-44,2026-09-08T08:31:54+00:00
PACK-5349,PO-5349,Blue Mesa Farms 4,RAD-BCH-24,radish,20,cases,R5349-86,2026-09-10T11:30:01+00:00
PACK-5349,PO-5349,Blue Mesa Farms 4,CAB-GRN-20,cabbage,24,cases,C5349-42,2026-09-10T11:30:01+00:00
PACK-5350,PO-5350,Prairie Lot 2,AVO-CS-48,avocado,48,cases,A5350-54,2026-09-09T15:10:19+00:00
PACK-5351,PO-5351,CoolChain Farms,AVO-CS-48,avocado,16,cases,A5351-10,2026-09-09T08:59:29+00:00
PACK-5352,PO-5352,High Desert Growers 4,CAR-BAG-50,carrots,30,cases,C5352-97,2026-09-09T12:47:53+00:00
PACK-5353,PO-5353,High Desert Growers 7,SPI-BCH-24,spinach,30,cases,S5353-34,2026-09-07T07:40:21+00:00
PACK-5354,PO-5354,High Desert Growers 5,KAL-BCH-12,kale,20,cases,K5354-13,2026-09-07T13:39:15+00:00
PACK-5355,PO-5355,GreenLeaf Produce,POT-RUS-50,potatoes,24,cases,P5355-53,2026-09-10T15:38:18+00:00
PACK-5356,PO-5356,Sierra Packing,PEP-BLST-20,peppers,60,cases,P5356-48,2026-09-10T09:01:43+00:00
PACK-5357,PO-5357,Fresh Farms 5,TOM-VINE-25,tomatoes,30,cases,T5357-81,2026-09-11T14:18:42+00:00
PACK-5358,PO-5358,High Desert Growers 5,KAL-BCH-12,kale,30,cases,K5358-63,2026-09-10T08:41:43+00:00
PACK-5358,PO-5358,High Desert Growers 5,CAB-GRN-20,cabbage,40,cases,C5358-57,2026-09-10T08:41:43+00:00
PACK-5359,PO-5359,North Fork Cold 4,CEL-BCH-30,celery,16,cases,C5359-70,2026-09-08T09:38:29+00:00
